IdTransaksi,IdPelanggan,Date,NamaPelanggan,Kota,Status,JenisKelamin,IdProduk ,NamaProduk,Harga,Qty,Pajak,Total,Pembayaran,Rating
10142,18039,1/28/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Normal,Female,2704273,Home and lifestyle,69.81,4,13.962,293.202,Credit card,5.9
10153,18040,02/11/2019,Euro Shopping Channel,Mandalay,Normal,Female,1623329,Home and lifestyle,77.04,3,11.556,242.676,Credit card,7.2
10165,18041,1/15/2019,Dragon Souveniers, Ltd.,Mandalay,Normal,Female,7300510,Fashion accessories,73.52,2,7.352,154.392,Ewallet,4.6
10176,18042,3/16/2019,L'ordine Souveniers,Naypyitaw,Normal,Female,5750039,Food and beverages,87.8,9,39.51,829.71,Cash,9.2
10185,18043,1/26/2019,Mini Creations Ltd.,Mandalay,Normal,Male,2991842,Home and lifestyle,25.55,4,5.11,107.31,Ewallet,5.7
10196,18044,3/19/2019,Super Scale Inc.,Yangon,Normal,Male,6794334,Electronic accessories,32.71,5,81.775,1.717.275,Credit card,9.9
10208,18045,1/13/2019,Saveley & Henriot, Co.,Naypyitaw,Member,Female,2532432,Fashion accessories,74.29,1,37.145,780.045,Cash,5
10220,18046,3/26/2019,Clover Collections, Co.,Naypyitaw,Member,Male,2203176,Health and beauty,43.7,2,4.37,91.77,Cash,4.9
10231,18047,3/23/2019,CAF Imports,Yangon,Normal,Female,9948111,Home and lifestyle,25.29,1,12.645,265.545,Ewallet,6.1
10247,18048,03/12/2019,Suominen Souveniers,Naypyitaw,Normal,Male,3786967,Health and beauty,41.5,4,8.3,174.3,Credit card,8.2
10272,18049,2/17/2019,Diecast Classics Inc.,Naypyitaw,Member,Female,7252883,Food and beverages,71.39,5,178.475,3.747.975,Credit card,5.5
10282,18050,1/29/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Member,Female,7955693,Sports and travel,19.15,6,5.745,120.645,Credit card,6.8
10293,18051,3/15/2019,Amica Models & Co.,Mandalay,Member,Female,5503740,Electronic accessories,57.49,4,11.498,241.458,Cash,6.6
10306,18052,1/14/2019,AV Stores, Co.,Naypyitaw,Normal,Male,2210522,Electronic accessories,61.41,7,214.935,4.513.635,Cash,9.8
10314,18053,02/06/2019,Heintze Collectables,Mandalay,Member,Male,2426096,Health and beauty,25.9,10,12.95,271.95,Ewallet,8.7
10325,18054,2/15/2019,Baane Mini Imports,Mandalay,Member,Male,2312593,Home and lifestyle,17.77,5,44.425,932.925,Credit card,5.4
10336,18055,01/03/2019,La Corne D'abondance, Co.,Yangon,Normal,Female,3967289,Health and beauty,23.03,9,103.635,2.176.335,Ewallet,7.9
10348,18056,01/04/2019,Corrida Auto Replicas, Ltd,Naypyitaw,Member,Female,3745117,Electronic accessories,66.65,9,299.925,6.298.425,Credit card,9.7
10359,18057,3/18/2019,Reims Collectables,Naypyitaw,Member,Female,3405106,Home and lifestyle,28.53,10,14.265,299.565,Ewallet,7.8
10371,18058,3/28/2019,Mini Gifts Distributors Ltd.,Mandalay,Normal,Female,3371214,Fashion accessories,30.37,3,45.555,956.655,Ewallet,5.1
10382,18059,03/02/2019,Mini Gifts Distributors Ltd.,Mandalay,Normal,Female,1486330,Electronic accessories,99.73,9,448.785,9.424.485,Credit card,6.5
10395,18060,1/25/2019,Lyon Souveniers,Yangon,Normal,Male,7971459,Electronic accessories,26.23,9,118.035,2.478.735,Ewallet,5.9
10413,18061,1/16/2019,Gift Depot Inc.,Naypyitaw,Normal,Female,4207333,Food and beverages,93.26,9,41.967,881.307,Cash,8.8
10103,18062,3/20/2019,Baane Mini Imports,Mandalay,Normal,Male,2257802,Home and lifestyle,92.36,5,23.09,484.89,Ewallet,4.9
10113,18063,01/04/2019,Mini Gifts Distributors Ltd.,Mandalay,Normal,Male,7183965,Sports and travel,46.42,3,6.963,146.223,Credit card,4.4
10126,18064,03/11/2019,Corrida Auto Replicas, Ltd,Mandalay,Member,Female,7527079,Sports and travel,29.61,7,103.635,2.176.335,Cash,6.5
10140,18065,3/22/2019,Technics Stores Inc.,Yangon,Normal,Male,2403565,Home and lifestyle,18.28,1,0.914,19.194,Credit card,8.3
10150,18066,3/24/2019,Dragon Souveniers, Ltd.,Mandalay,Normal,Female,2507214,Sports and travel,24.77,5,61.925,1.300.425,Cash,8.5
10164,18067,2/21/2019,Mini Auto Werke,Yangon,Member,Female,7207404,Electronic accessories,94.64,3,14.196,298.116,Cash,5.5
10174,18068,02/12/2019,Australian Gift Network, Co,Mandalay,Normal,Male,3964354,Fashion accessories,94.87,8,37.948,796.908,Ewallet,8.7
10183,18069,03/10/2019,Classic Gift Ideas, Inc,Mandalay,Normal,Female,8331018,Food and beverages,57.34,3,8.601,180.621,Credit card,7.9
10194,18070,1/31/2019,Saveley & Henriot, Co.,Mandalay,Normal,Male,3438107,Electronic accessories,45.35,6,13.605,285.705,Ewallet,6.1
10206,18071,03/06/2019,Canadian Gift Exchange Network,Mandalay,Normal,Male,8481504,Food and beverages,62.08,7,21.728,456.288,Ewallet,5.4
10216,18072,2/17/2019,Auto Assoc. & Cie.,Naypyitaw,Normal,Male,9214518,Electronic accessories,11.81,5,29.525,620.025,Cash,9.4
10229,18073,2/21/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Member,Female,4950073,Fashion accessories,12.54,1,0.627,13.167,Cash,8.2
10245,18074,3/20/2019,Super Scale Inc.,Yangon,Normal,Male,7282994,Food and beverages,43.25,2,4.325,90.825,Cash,6.2
10258,18075,01/11/2019,Tokyo Collectables, Ltd,Naypyitaw,Member,Female,8223864,Sports and travel,87.16,2,8.716,183.036,Credit card,9.7
10270,18076,1/26/2019,Souveniers And Things Co.,Mandalay,Member,Male,8840318,Health and beauty,69.37,9,312.165,6.555.465,Ewallet,4
10281,18077,1/31/2019,Diecast Classics Inc.,Naypyitaw,Member,Male,2298887,Electronic accessories,37.06,4,7.412,155.652,Ewallet,9.7
10291,18078,2/26/2019,Scandinavian Gift Ideas,Mandalay,Member,Female,7611460,Electronic accessories,90.7,6,27.21,571.41,Cash,5.3
10304,18079,03/11/2019,Auto Assoc. & Cie.,Yangon,Normal,Female,4988508,Home and lifestyle,63.42,8,25.368,532.728,Ewallet,7.4
10313,18080,1/26/2019,Canadian Gift Exchange Network,Mandalay,Normal,Female,7288851,Fashion accessories,81.37,2,8.137,170.877,Cash,6.5
10322,18081,03/12/2019,Online Diecast Creations Co.,Mandalay,Member,Female,2911082,Electronic accessories,10.59,3,15.885,333.585,Credit card,8.7
10333,18082,02/11/2019,Mini Wheels Co.,Mandalay,Normal,Female,3869479,Health and beauty,84.09,9,378.405,7.946.505,Cash,8
10347,18083,2/21/2019,Australian Collectors, Co.,Mandalay,Member,Male,3173258,Fashion accessories,73.82,4,14.764,310.044,Cash,6.7
10357,18084,03/09/2019,Mini Gifts Distributors Ltd.,Yangon,Member,Male,3039212,Health and beauty,51.94,10,25.97,545.37,Ewallet,6.5
10370,18085,1/20/2019,Anna's Decorations, Ltd,Yangon,Normal,Female,3305576,Sports and travel,93.14,2,9.314,195.594,Ewallet,4.1
10381,18086,1/28/2019,Corporate Gift Ideas Co.,Naypyitaw,Normal,Male,7832568,Health and beauty,17.41,5,43.525,914.025,Credit card,4.9
10391,18087,03/05/2019,Anna's Decorations, Ltd,Naypyitaw,Member,Female,5917721,Fashion accessories,44.22,5,11.055,232.155,Credit card,8.6
10411,18088,03/02/2019,Quebec Home Shopping Network,Mandalay,Member,Female,6279766,Electronic accessories,13.22,5,3.305,69.405,Cash,4.3
10424,18089,01/11/2019,Euro Shopping Channel,Yangon,Normal,Male,4002452,Fashion accessories,89.69,1,44.845,941.745,Ewallet,4.9
10107,18090,01/11/2019,Land of Toys Inc.,Yangon,Normal,Male,4357035,Food and beverages,24.94,9,11.223,235.683,Credit card,5.6
10121,18091,03/11/2019,Reims Collectables,Yangon,Normal,Male,5706284,Health and beauty,59.77,2,5.977,125.517,Credit card,5.8
10134,18092,2/28/2019,Lyon Souveniers,Naypyitaw,Member,Male,6578309,Fashion accessories,93.2,2,9.32,195.72,Credit card,6
10145,18093,01/05/2019,Toys4GrownUps.com,Yangon,Member,Male,6563964,Home and lifestyle,62.65,4,12.53,263.13,Cash,4.2
10159,18094,02/02/2019,Corporate Gift Ideas Co.,Mandalay,Normal,Male,4228796,Home and lifestyle,93.87,8,37.548,788.508,Credit card,8.3
10169,18095,01/01/2019,Anna's Decorations, Ltd,Yangon,Member,Male,8510398,Home and lifestyle,47.59,8,19.036,399.756,Cash,5.7
10180,18096,02/09/2019,Daedalus Designs Imports,Mandalay,Member,Female,3629748,Electronic accessories,81.4,3,12.21,256.41,Cash,4.8
10189,18097,1/23/2019,Toys4GrownUps.com,Yangon,Member,Male,4335500,Fashion accessories,17.94,5,4.485,94.185,Ewallet,6.8
10201,18098,01/07/2019,Mini Wheels Co.,Yangon,Member,Male,7199025,Electronic accessories,77.72,4,15.544,326.424,Credit card,8.8
10211,18099,1/14/2019,Auto Canal Petit,Mandalay,Normal,Male,3572865,Food and beverages,73.06,7,25.571,536.991,Credit card,4.2
10224,18100,02/02/2019,Daedalus Designs Imports,Mandalay,Member,Male,7130431,Food and beverages,46.55,9,209.475,4.398.975,Ewallet,6.4
10237,18101,3/17/2019,Vitachrome Inc.,Naypyitaw,Member,Male,7496222,Fashion accessories,35.19,10,17.595,369.495,Credit card,8.4
10251,18102,03/02/2019,Tekni Collectables Inc.,Naypyitaw,Normal,Female,9671817,Sports and travel,14.39,2,1.439,30.219,Credit card,7.2
10263,18103,3/16/2019,Gift Depot Inc.,Yangon,Normal,Male,8873474,Home and lifestyle,23.75,4,4.75,99.75,Cash,5.2
10276,18104,01/06/2019,Online Mini Collectables,Yangon,Member,Male,6127711,Home and lifestyle,58.9,8,23.56,494.76,Cash,8.9
10285,18105,1/29/2019,Marta's Replicas Co.,Mandalay,Member,Male,1159189,Fashion accessories,32.62,4,6.524,137.004,Cash,9
10299,18106,1/31/2019,Toys of Finland, Co.,Yangon,Member,Male,5129160,Electronic accessories,66.35,1,33.175,696.675,Credit card,9.7
10309,18107,02/05/2019,Baane Mini Imports,Yangon,Member,Male,5596189,Home and lifestyle,25.91,6,7.773,163.233,Ewallet,8.7
10319,18108,2/13/2019,Microscale Inc.,Yangon,Member,Male,9748590,Electronic accessories,32.25,4,6.45,135.45,Ewallet,6.5
10329,18109,02/07/2019,Land of Toys Inc.,Naypyitaw,Member,Male,2631246,Electronic accessories,65.94,4,13.188,276.948,Credit card,6.9
10341,18110,3/19/2019,Salzburg Collectables,Yangon,Normal,Female,7505646,Electronic accessories,75.06,9,33.777,709.317,Ewallet,6.2
10362,18111,03/07/2019,Technics Stores Inc.,Naypyitaw,Normal,Female,5690562,Fashion accessories,16.45,4,3.29,69.09,Ewallet,5.6
10375,18112,3/13/2019,La Rochelle Gifts,Mandalay,Member,Female,6835810,Fashion accessories,38.3,4,7.66,160.86,Cash,5.7
10388,18113,02/09/2019,FunGiftIdeas.com,Yangon,Member,Female,6897334,Sports and travel,22.24,10,11.12,233.52,Cash,4.2
10403,18114,2/26/2019,UK Collectables, Ltd.,Mandalay,Normal,Male,5994387,Sports and travel,54.45,1,27.225,571.725,Ewallet,7.9
10417,18115,03/12/2019,Euro Shopping Channel,Yangon,Member,Female,8400258,Sports and travel,98.4,7,34.44,723.24,Credit card,8.7
10104,18116,3/14/2019,Euro Shopping Channel,Naypyitaw,Normal,Male,5625095,Home and lifestyle,35.47,4,7.094,148.974,Credit card,6.9
10117,18117,01/08/2019,Dragon Souveniers, Ltd.,Mandalay,Member,Female,1336520,Food and beverages,74.6,10,37.3,783.3,Cash,9.5
10127,18118,01/05/2019,Muscle Machine Inc,Yangon,Member,Male,4326446,Home and lifestyle,70.74,4,14.148,297.108,Credit card,4.4
10142,18119,01/04/2019,Mini Gifts Distributors Ltd.,Yangon,Member,Female,9482367,Home and lifestyle,35.54,10,17.77,373.17,Ewallet,7
10153,18120,03/06/2019,Euro Shopping Channel,Mandalay,Normal,Female,7100187,Sports and travel,67.43,5,168.575,3.540.075,Ewallet,6.3
10165,18121,01/03/2019,Dragon Souveniers, Ltd.,Naypyitaw,Member,Female,9981999,Health and beauty,21.12,2,2.112,44.352,Cash,9.7
10176,18122,01/07/2019,L'ordine Souveniers,Yangon,Member,Female,5264040,Home and lifestyle,21.54,9,9.693,203.553,Credit card,8.8
10185,18123,1/27/2019,Mini Creations Ltd.,Yangon,Normal,Female,5394028,Home and lifestyle,12.03,2,1.203,25.263,Cash,5.1
10196,18124,2/26/2019,Super Scale Inc.,Mandalay,Normal,Female,4821712,Health and beauty,99.71,6,29.913,628.173,Ewallet,7.9
10208,18125,01/07/2019,Saveley & Henriot, Co.,Mandalay,Normal,Male,5144686,Fashion accessories,47.97,7,167.895,3.525.795,Cash,6.2
10220,18126,01/07/2019,Clover Collections, Co.,Naypyitaw,Member,Female,8231899,Home and lifestyle,21.82,10,10.91,229.11,Cash,7.1
10230,18127,02/02/2019,Blauer See Auto, Co.,Naypyitaw,Normal,Female,8490276,Fashion accessories,95.42,4,19.084,400.764,Ewallet,6.4
10247,18128,3/20/2019,Suominen Souveniers,Naypyitaw,Member,Male,5670462,Fashion accessories,70.99,10,35.495,745.395,Cash,5.7
10272,18129,3/20/2019,Diecast Classics Inc.,Yangon,Member,Male,3645098,Sports and travel,44.02,10,22.01,462.21,Credit card,9.6
10282,18130,2/15/2019,Mini Gifts Distributors Ltd.,Yangon,Normal,Female,6363749,Home and lifestyle,69.96,8,27.984,587.664,Credit card,6.4
10293,18131,03/06/2019,Amica Models & Co.,Naypyitaw,Normal,Male,1272659,Home and lifestyle,37,1,1.85,38.85,Credit card,7.9
10306,18132,01/06/2019,AV Stores, Co.,Yangon,Normal,Female,6701668,Sports and travel,15.34,1,0.767,16.107,Cash,6.5
10314,18133,03/04/2019,Heintze Collectables,Yangon,Member,Male,6799434,Health and beauty,99.83,6,29.949,628.929,Ewallet,8.5
10324,18134,03/12/2019,Vitachrome Inc.,Yangon,Member,Female,6211238,Health and beauty,47.67,4,9.534,200.214,Cash,9.1
10336,18135,2/20/2019,La Corne D'abondance, Co.,Mandalay,Normal,Male,4198086,Health and beauty,66.68,5,16.67,350.07,Cash,7.6
10348,18136,3/24/2019,Corrida Auto Replicas, Ltd,Naypyitaw,Member,Male,1271137,Home and lifestyle,74.86,1,3.743,78.603,Cash,6.9
10358,18137,1/31/2019,Euro Shopping Channel,Naypyitaw,Normal,Female,9889751,Sports and travel,23.75,9,106.875,2.244.375,Cash,9.5
10372,18138,1/25/2019,Tokyo Collectables, Ltd,Mandalay,Normal,Female,4870587,Food and beverages,48.51,7,169.785,3.565.485,Credit card,5.2
10382,18139,02/03/2019,Mini Gifts Distributors Ltd.,Yangon,Member,Female,2832997,Home and lifestyle,94.88,7,33.208,697.368,Cash,4.2
10413,18140,1/24/2019,Gift Depot Inc.,Mandalay,Member,Male,9788936,Electronic accessories,40.3,10,20.15,423.15,Credit card,7
10108,18141,3/14/2019,Cruz & Sons Co.,Naypyitaw,Normal,Male,9466764,Electronic accessories,27.85,7,97.475,2.046.975,Ewallet,6
10122,18142,2/18/2019,Marseille Mini Autos,Yangon,Member,Female,8662318,Electronic accessories,62.48,1,3.124,65.604,Cash,4.7
10135,18143,1/21/2019,Mini Gifts Distributors Ltd.,Yangon,Member,Female,6160077,Food and beverages,36.36,2,3.636,76.356,Cash,7.1
10147,18144,3/13/2019,Collectables For Less Inc.,Mandalay,Normal,Male,7706017,Health and beauty,18.11,10,9.055,190.155,Ewallet,5.9
10160,18145,03/03/2019,Men 'R' US Retailers, Ltd.,Naypyitaw,Member,Female,3350772,Electronic accessories,51.92,5,12.98,272.58,Cash,7.5
10170,18146,3/29/2019,Mini Auto Werke,Naypyitaw,Normal,Male,6602851,Electronic accessories,28.84,4,5.768,121.128,Cash,6.4
10181,18147,01/10/2019,Herkku Gifts,Yangon,Member,Male,7436400,Home and lifestyle,78.38,6,23.514,493.794,Ewallet,5.8
10191,18148,1/25/2019,Toms Spezialitten, Ltd,Yangon,Member,Male,1977004,Home and lifestyle,60.01,4,12.002,252.042,Cash,4.5
10203,18149,1/19/2019,Euro Shopping Channel,Naypyitaw,Member,Female,3055892,Home and lifestyle,88.61,1,44.305,930.405,Cash,7.7
10212,18150,01/02/2019,Euro Shopping Channel,Naypyitaw,Normal,Male,8950009,Fashion accessories,99.82,2,9.982,209.622,Credit card,6.7
10225,18151,03/12/2019,Vida Sport, Ltd,Mandalay,Member,Male,6539527,Health and beauty,39.01,1,19.505,409.605,Credit card,4.7
10238,18152,2/25/2019,Danish Wholesale Imports,Naypyitaw,Normal,Male,5536621,Food and beverages,48.61,1,24.305,510.405,Cash,4.4
10253,18153,3/18/2019,UK Collectables, Ltd.,Yangon,Normal,Female,1661660,Electronic accessories,51.19,4,10.238,214.998,Credit card,4.7
10266,18154,2/23/2019,L'ordine Souveniers,Mandalay,Normal,Female,5179587,Electronic accessories,14.96,8,5.984,125.664,Cash,8.6
10276,18155,3/26/2019,Online Mini Collectables,Yangon,Member,Male,8667748,Electronic accessories,72.2,7,25.27,530.67,Ewallet,4.3
10287,18156,3/30/2019,Vida Sport, Ltd,Yangon,Normal,Female,4764182,Sports and travel,40.23,7,140.805,2.956.905,Cash,9.6
10300,18157,2/17/2019,Blauer See Auto, Co.,Yangon,Member,Female,6885806,Home and lifestyle,88.79,8,35.516,745.836,Cash,4.1
10310,18158,3/21/2019,Toms Spezialitten, Ltd,Yangon,Member,Female,9608470,Electronic accessories,26.48,3,3.972,83.412,Ewallet,4.7
10320,18159,03/05/2019,Volvo Model Replicas, Co,Yangon,Normal,Female,8614503,Fashion accessories,81.91,2,8.191,172.011,Cash,7.8
10329,18160,1/31/2019,Land of Toys Inc.,Mandalay,Member,Male,1064554,Sports and travel,79.93,6,23.979,503.559,Cash,5.5
10341,18161,02/05/2019,Salzburg Collectables,Naypyitaw,Member,Male,8817442,Fashion accessories,69.33,2,6.933,145.593,Ewallet,9.7
10363,18162,02/01/2019,Suominen Souveniers,Yangon,Member,Female,5857249,Food and beverages,14.23,5,35.575,747.075,Credit card,4.4
10376,18163,03/07/2019,Boards & Toys Co.,Yangon,Member,Female,8942990,Health and beauty,15.55,9,69.975,1.469.475,Cash,5
10389,18164,02/10/2019,Scandinavian Gift Ideas,Naypyitaw,Member,Female,9446145,Electronic accessories,78.13,10,39.065,820.365,Cash,4.4
10419,18165,2/14/2019,Salzburg Collectables,Naypyitaw,Member,Male,9279569,Food and beverages,99.37,2,9.937,208.677,Cash,5.2
10105,18166,02/09/2019,Danish Wholesale Imports,Naypyitaw,Member,Female,6104313,Food and beverages,21.08,3,3.162,66.402,Cash,7.3
10117,18167,01/10/2019,Dragon Souveniers, Ltd.,Naypyitaw,Member,Male,9511459,Electronic accessories,74.79,5,186.975,3.926.475,Cash,4.9
10127,18168,03/11/2019,Muscle Machine Inc,Naypyitaw,Member,Female,9677049,Health and beauty,29.67,7,103.845,2.180.745,Credit card,8.1
10142,18169,2/18/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Member,Male,3112156,Health and beauty,44.07,4,8.814,185.094,Ewallet,8.4
10153,18170,2/26/2019,Euro Shopping Channel,Naypyitaw,Normal,Female,2832544,Food and beverages,22.93,9,103.185,2.166.885,Cash,5.5
10165,18171,1/18/2019,Dragon Souveniers, Ltd.,Naypyitaw,Normal,Female,7850706,Health and beauty,39.42,1,1.971,41.391,Cash,8.4
10176,18172,2/15/2019,L'ordine Souveniers,Yangon,Normal,Male,2193958,Health and beauty,15.26,6,4.578,96.138,Ewallet,9.8
10185,18173,03/08/2019,Mini Creations Ltd.,Yangon,Normal,Female,7727563,Fashion accessories,61.77,5,154.425,3.242.925,Cash,6.7
10196,18174,1/17/2019,Super Scale Inc.,Yangon,Normal,Male,8533825,Home and lifestyle,21.52,6,6.456,135.576,Credit card,9.4
10208,18175,03/12/2019,Saveley & Henriot, Co.,Mandalay,Normal,Male,3714096,Sports and travel,97.74,4,19.548,410.508,Ewallet,6.4
10220,18176,03/09/2019,Clover Collections, Co.,Yangon,Member,Male,9977105,Food and beverages,99.78,5,24.945,523.845,Cash,5.4
10231,18177,03/12/2019,CAF Imports,Naypyitaw,Member,Male,2172436,Food and beverages,94.26,4,18.852,395.892,Cash,8.6
10247,18178,1/25/2019,Suominen Souveniers,Mandalay,Member,Male,6779652,Health and beauty,51.13,4,10.226,214.746,Credit card,4
10272,18179,3/25/2019,Diecast Classics Inc.,Yangon,Member,Male,3292630,Electronic accessories,36.36,4,7.272,152.712,Cash,7.6
10282,18180,02/07/2019,Mini Gifts Distributors Ltd.,Mandalay,Normal,Male,5924604,Home and lifestyle,22.02,9,9.909,208.089,Cash,6.8
10293,18181,2/17/2019,Amica Models & Co.,Yangon,Normal,Male,2188311,Food and beverages,32.9,3,4.935,103.635,Credit card,9.1
10306,18182,02/03/2019,AV Stores, Co.,Yangon,Normal,Male,1360117,Fashion accessories,77.02,5,19.255,404.355,Cash,5.5
10314,18183,3/14/2019,Heintze Collectables,Yangon,Member,Male,1187952,Food and beverages,23.48,2,2.348,49.308,Credit card,7.9
10325,18184,3/24/2019,Baane Mini Imports,Naypyitaw,Member,Male,3582565,Sports and travel,14.7,5,3.675,77.175,Ewallet,8.5
10336,18185,3/21/2019,La Corne D'abondance, Co.,Yangon,Member,Female,6556425,Electronic accessories,28.45,5,71.125,1.493.625,Credit card,9.1
10349,18186,3/19/2019,Muscle Machine Inc,Yangon,Normal,Male,2570501,Fashion accessories,76.4,9,34.38,721.98,Ewallet,7.5
10359,18187,2/24/2019,Reims Collectables,Mandalay,Normal,Female,2489421,Sports and travel,57.95,6,17.385,365.085,Cash,5.2
10372,18188,3/28/2019,Tokyo Collectables, Ltd,Naypyitaw,Normal,Female,5265047,Electronic accessories,47.65,3,71.475,1.500.975,Credit card,9.5
10382,18189,02/05/2019,Mini Gifts Distributors Ltd.,Mandalay,Member,Female,7157322,Food and beverages,42.82,9,19.269,404.649,Credit card,8.9
10396,18190,02/10/2019,Mini Gifts Distributors Ltd.,Mandalay,Member,Male,2812106,Electronic accessories,48.09,3,72.135,1.514.835,Credit card,7.8
10413,18191,03/05/2019,Gift Depot Inc.,Mandalay,Member,Female,8388978,Health and beauty,55.97,7,195.895,4.113.795,Ewallet,8.9
10108,18192,2/15/2019,Cruz & Sons Co.,Mandalay,Member,Female,1502058,Health and beauty,76.9,7,26.915,565.215,Cash,7.7
10122,18193,1/30/2019,Marseille Mini Autos,Naypyitaw,Normal,Female,2818035,Food and beverages,97.03,5,242.575,5.094.075,Ewallet,9.3
10135,18194,2/14/2019,Mini Gifts Distributors Ltd.,Yangon,Normal,Male,6846585,Sports and travel,44.65,3,66.975,1.406.475,Cash,6.2
10147,18195,2/27/2019,Collectables For Less Inc.,Yangon,Normal,Female,8345082,Fashion accessories,77.93,9,350.685,7.364.385,Ewallet,7.6
10159,18196,02/04/2019,Corporate Gift Ideas Co.,Yangon,Member,Male,2540639,Electronic accessories,71.95,1,35.975,755.475,Cash,7.3
10169,18197,1/20/2019,Anna's Decorations, Ltd,Naypyitaw,Member,Female,4024652,Home and lifestyle,89.25,8,35.7,749.7,Cash,4.7
10181,18198,3/28/2019,Herkku Gifts,Yangon,Normal,Male,5791383,Electronic accessories,26.02,7,9.107,191.247,Cash,5.1
10191,18199,2/27/2019,Toms Spezialitten, Ltd,Mandalay,Normal,Female,9720858,Health and beauty,13.5,10,6.75,141.75,Credit card,4.8
10203,18200,2/15/2019,Euro Shopping Channel,Naypyitaw,Member,Female,8152577,Fashion accessories,99.3,10,49.65,1042.65,Credit card,6.6
10211,18201,1/26/2019,Auto Canal Petit,Yangon,Normal,Male,6302959,Electronic accessories,51.69,7,180.915,3.799.215,Cash,5.5
10225,18202,3/14/2019,Vida Sport, Ltd,Mandalay,Member,Female,1124901,Fashion accessories,54.73,7,191.555,4.022.655,Credit card,8.5
10238,18203,03/02/2019,Danish Wholesale Imports,Mandalay,Member,Male,1584272,Home and lifestyle,27,9,12.15,255.15,Cash,4.8
10253,18204,03/04/2019,UK Collectables, Ltd.,Naypyitaw,Normal,Female,5816362,Electronic accessories,30.24,1,1.512,31.752,Cash,8.4
10266,18205,01/07/2019,L'ordine Souveniers,Mandalay,Member,Female,6925116,Food and beverages,89.14,4,17.828,374.388,Credit card,7.8
10276,18206,03/08/2019,Online Mini Collectables,Naypyitaw,Normal,Female,4619805,Fashion accessories,37.55,10,18.775,394.275,Credit card,9.3
10287,18207,01/09/2019,Vida Sport, Ltd,Naypyitaw,Normal,Female,9425002,Sports and travel,95.44,10,47.72,1002.12,Cash,5.2
10300,18208,03/01/2019,Blauer See Auto, Co.,Mandalay,Normal,Male,7622425,Electronic accessories,27.5,3,4.125,86.625,Ewallet,6.5
10310,18209,3/16/2019,Toms Spezialitten, Ltd,Mandalay,Normal,Male,4232235,Sports and travel,74.97,1,37.485,787.185,Cash,5.6
10320,18210,2/17/2019,Volvo Model Replicas, Co,Yangon,Member,Male,2640009,Food and beverages,80.96,8,32.384,680.064,Credit card,7.4
10329,18211,2/27/2019,Land of Toys Inc.,Naypyitaw,Normal,Female,4963271,Food and beverages,94.47,8,37.788,793.548,Cash,9.1
10341,18212,03/07/2019,Salzburg Collectables,Naypyitaw,Normal,Male,9278610,Food and beverages,99.79,2,9.979,209.559,Ewallet,8
10363,18213,1/21/2019,Suominen Souveniers,Yangon,Normal,Male,3129407,Home and lifestyle,73.22,6,21.966,461.286,Cash,7.2
10377,18214,2/19/2019,Toys of Finland, Co.,Naypyitaw,Normal,Female,7142217,Food and beverages,41.24,4,8.248,173.208,Cash,7.1
10389,18215,01/06/2019,Scandinavian Gift Ideas,Naypyitaw,Normal,Female,3693368,Fashion accessories,81.68,4,16.336,343.056,Cash,9.1
10419,18216,3/14/2019,Salzburg Collectables,Naypyitaw,Normal,Female,8039474,Electronic accessories,51.32,9,23.094,484.974,Cash,5.6
10104,18217,3/24/2019,Euro Shopping Channel,Yangon,Member,Male,7796882,Home and lifestyle,65.94,4,13.188,276.948,Cash,6
10115,18218,1/27/2019,Classic Legends Inc.,Naypyitaw,Normal,Female,3099439,Sports and travel,14.36,10,7.18,150.78,Cash,5.4
10127,18219,03/06/2019,Muscle Machine Inc,Yangon,Member,Male,4400173,Electronic accessories,21.5,9,9.675,203.175,Credit card,7.8
10141,18220,02/02/2019,Suominen Souveniers,Mandalay,Member,Female,6285765,Electronic accessories,26.26,7,9.191,193.011,Cash,9.9
10151,18221,1/25/2019,Oulu Toy Supplies, Inc.,Mandalay,Normal,Female,7004860,Fashion accessories,60.96,2,6.096,128.016,Credit card,4.9
10165,18222,3/14/2019,Dragon Souveniers, Ltd.,Naypyitaw,Normal,Female,2976592,Home and lifestyle,70.11,6,21.033,441.693,Ewallet,5.2
10175,18223,1/29/2019,Stylish Desk Decors, Co.,Naypyitaw,Normal,Male,4363595,Fashion accessories,42.08,6,12.624,265.104,Cash,8.9
10184,18224,01/03/2019,Iberia Gift Imports, Corp.,Yangon,Normal,Female,7896166,Home and lifestyle,67.09,5,167.725,3.522.225,Credit card,9.1
10195,18225,1/14/2019,Mini Classics,Yangon,Member,Female,8610415,Fashion accessories,96.7,5,24.175,507.675,Ewallet,7
10207,18226,01/05/2019,Diecast Collectables,Mandalay,Member,Female,1187149,Home and lifestyle,35.38,9,15.921,334.341,Credit card,9.6
10219,18227,2/22/2019,Signal Collectibles Ltd.,Naypyitaw,Normal,Male,2140348,Sports and travel,95.49,7,334.215,7.018.515,Ewallet,8.7
10229,18228,02/06/2019,Mini Gifts Distributors Ltd.,Naypyitaw,Member,Male,2574607,Fashion accessories,96.98,4,19.396,407.316,Ewallet,9.4
